KSOLVER_VRAM_SAMPLE {"scenario": "realistic-transformer-gpt-fp32-ckpt0-b2-s1024", "step": 1, "allocated_mib": 2807, "reserved_mib": 3554, "max_allocated_mib": 3443, "max_reserved_mib": 3554}
KSOLVER_VRAM_SAMPLE {"scenario": "realistic-transformer-gpt-fp32-ckpt0-b2-s1024", "step": 15, "allocated_mib": 2807, "reserved_mib": 4400, "max_allocated_mib": 4020, "max_reserved_mib": 4400}
KSOLVER_VRAM_SAMPLE {"scenario": "realistic-transformer-gpt-fp32-ckpt0-b2-s1024", "step": 16, "allocated_mib": 2807, "reserved_mib": 4400, "max_allocated_mib": 4020, "max_reserved_mib": 4400}
KSOLVER_VRAM_SAMPLE {"scenario": "realistic-transformer-gpt-fp32-ckpt0-b2-s1024", "step": 17, "allocated_mib": 2807, "reserved_mib": 4400, "max_allocated_mib": 4020, "max_reserved_mib": 4400}
KSOLVER_VRAM_SAMPLE {"scenario": "realistic-transformer-gpt-fp32-ckpt0-b2-s1024", "step": 18, "allocated_mib": 2807, "reserved_mib": 4400, "max_allocated_mib": 4020, "max_reserved_mib": 4400}
KSOLVER_VRAM_SAMPLE {"scenario": "realistic-transformer-gpt-fp32-ckpt0-b2-s1024", "step": 19, "allocated_mib": 2807, "reserved_mib": 4400, "max_allocated_mib": 4020, "max_reserved_mib": 4400}
KSOLVER_VRAM_SAMPLE {"scenario": "realistic-transformer-gpt-fp32-ckpt0-b2-s1024", "step": 20, "allocated_mib": 2807, "reserved_mib": 4400, "max_allocated_mib": 4020, "max_reserved_mib": 4400}
KSOLVER_VRAM_SAMPLE {"scenario": "realistic-transformer-gpt-fp32-ckpt0-b2-s1024", "step": 21, "allocated_mib": 2807, "reserved_mib": 4400, "max_allocated_mib": 4020, "max_reserved_mib": 4400}
KSOLVER_VRAM_SAMPLE {"scenario": "realistic-transformer-gpt-fp32-ckpt0-b2-s1024", "step": 22, "allocated_mib": 2807, "reserved_mib": 4400, "max_allocated_mib": 4020, "max_reserved_mib": 4400}
KSOLVER_VRAM_SAMPLE {"scenario": "realistic-transformer-gpt-fp32-ckpt0-b2-s1024", "step": 23, "allocated_mib": 2807, "reserved_mib": 4400, "max_allocated_mib": 4020, "max_reserved_mib": 4400}
KSOLVER_VRAM_SAMPLE {"scenario": "realistic-transformer-gpt-fp32-ckpt0-b2-s1024", "step": 24, "allocated_mib": 2807, "reserved_mib": 4400, "max_allocated_mib": 4020, "max_reserved_mib": 4400}
KSOLVER_VRAM_SAMPLE {"scenario": "realistic-transformer-gpt-fp32-ckpt0-b2-s1024", "step": 25, "allocated_mib": 2807, "reserved_mib": 4400, "max_allocated_mib": 4020, "max_reserved_mib": 4400}
KSOLVER_VRAM_SAMPLE {"scenario": "realistic-transformer-gpt-fp32-ckpt0-b2-s1024", "step": 26, "allocated_mib": 2807, "reserved_mib": 4400, "max_allocated_mib": 4020, "max_reserved_mib": 4400}
KSOLVER_VRAM_SAMPLE {"scenario": "realistic-transformer-gpt-fp32-ckpt0-b2-s1024", "step": 27, "allocated_mib": 2807, "reserved_mib": 4400, "max_allocated_mib": 4020, "max_reserved_mib": 4400}
KSOLVER_VRAM_SAMPLE {"scenario": "realistic-transformer-gpt-fp32-ckpt0-b2-s1024", "step": 28, "allocated_mib": 2807, "reserved_mib": 4400, "max_allocated_mib": 4020, "max_reserved_mib": 4400}
KSOLVER_VRAM_SAMPLE {"scenario": "realistic-transformer-gpt-fp32-ckpt0-b2-s1024", "step": 29, "allocated_mib": 2807, "reserved_mib": 4400, "max_allocated_mib": 4020, "max_reserved_mib": 4400}
KSOLVER_VRAM_SAMPLE {"scenario": "realistic-transformer-gpt-fp32-ckpt0-b2-s1024", "step": 30, "allocated_mib": 2807, "reserved_mib": 4400, "max_allocated_mib": 4020, "max_reserved_mib": 4400}
KSOLVER_VRAM_RESULT {"activation_checkpointing": false, "batch_size": 2, "dataloader_sleep_ms": 5, "elapsed_seconds": 3.8181514739990234, "error": null, "family": "transformer", "framework": "pytorch", "framework_version": "2.5.1+cu124", "gpu_name": "NVIDIA GeForce RTX 4090", "gpu_total_mib": 24563, "gradient_accumulation_steps": 1, "heads": 16, "hidden_size": 1024, "image_size": null, "input_pipeline": "cpu_to_gpu", "layers": 8, "model_arch": "gpt", "nvidia_smi_peak_used_mib": 5487, "nvidia_smi_samples": [{"elapsed_seconds": 4.76837158203125e-07, "gpu_util_pct": 3, "memory_used_mib": 624, "power_w": 31.39, "temp_c": 46, "ts": "2026/07/03 19:22:13.980"}, {"elapsed_seconds": 0.13313531875610352, "gpu_util_pct": 0, "memory_used_mib": 624, "power_w": 29.58, "temp_c": 46, "ts": "2026/07/03 19:22:14.113"}, {"elapsed_seconds": 0.26242947578430176, "gpu_util_pct": 0, "memory_used_mib": 624, "power_w": 28.04, "temp_c": 46, "ts": "2026/07/03 19:22:14.247"}, {"elapsed_seconds": 0.39838147163391113, "gpu_util_pct": 0, "memory_used_mib": 624, "power_w": 27.69, "temp_c": 46, "ts": "2026/07/03 19:22:14.381"}, {"elapsed_seconds": 0.5306484699249268, "gpu_util_pct": 10, "memory_used_mib": 645, "power_w": 28.72, "temp_c": 45, "ts": "2026/07/03 19:22:14.514"}, {"elapsed_seconds": 0.6668636798858643, "gpu_util_pct": 10, "memory_used_mib": 1475, "power_w": 33.29, "temp_c": 45, "ts": "2026/07/03 19:22:14.660"}, {"elapsed_seconds": 0.8206257820129395, "gpu_util_pct": 49, "memory_used_mib": 1645, "power_w": 42.68, "temp_c": 45, "ts": "2026/07/03 19:22:14.806"}, {"elapsed_seconds": 0.9794435501098633, "gpu_util_pct": 0, "memory_used_mib": 1645, "power_w": 48.19, "temp_c": 45, "ts": "2026/07/03 19:22:14.956"}, {"elapsed_seconds": 1.1136713027954102, "gpu_util_pct": 0, "memory_used_mib": 1645, "power_w": 53.54, "temp_c": 47, "ts": "2026/07/03 19:22:15.090"}, {"elapsed_seconds": 1.2794299125671387, "gpu_util_pct": 2, "memory_used_mib": 1727, "power_w": 64.19, "temp_c": 47, "ts": "2026/07/03 19:22:15.287"}, {"elapsed_seconds": 1.4381742477416992, "gpu_util_pct": 4, "memory_used_mib": 3415, "power_w": 75.77, "temp_c": 47, "ts": "2026/07/03 19:22:15.426"}, {"elapsed_seconds": 1.5810258388519287, "gpu_util_pct": 41, "memory_used_mib": 5365, "power_w": 98.78, "temp_c": 49, "ts": "2026/07/03 19:22:15.579"}, {"elapsed_seconds": 1.7337048053741455, "gpu_util_pct": 78, "memory_used_mib": 5487, "power_w": 144.16, "temp_c": 49, "ts": "2026/07/03 19:22:15.728"}, {"elapsed_seconds": 1.8785855770111084, "gpu_util_pct": 89, "memory_used_mib": 5487, "power_w": 209.65, "temp_c": 49, "ts": "2026/07/03 19:22:15.919"}, {"elapsed_seconds": 2.0675485134124756, "gpu_util_pct": 89, "memory_used_mib": 5487, "power_w": 224.71, "temp_c": 63, "ts": "2026/07/03 19:22:16.052"}, {"elapsed_seconds": 2.216099977493286, "gpu_util_pct": 91, "memory_used_mib": 5487, "power_w": 276.01, "temp_c": 63, "ts": "2026/07/03 19:22:16.229"}, {"elapsed_seconds": 2.377474069595337, "gpu_util_pct": 93, "memory_used_mib": 5487, "power_w": 301.67, "temp_c": 63, "ts": "2026/07/03 19:22:16.353"}, {"elapsed_seconds": 2.5082900524139404, "gpu_util_pct": 89, "memory_used_mib": 5487, "power_w": 353.43, "temp_c": 63, "ts": "2026/07/03 19:22:16.495"}, {"elapsed_seconds": 2.6609673500061035, "gpu_util_pct": 89, "memory_used_mib": 5487, "power_w": 373.18, "temp_c": 64, "ts": "2026/07/03 19:22:16.650"}, {"elapsed_seconds": 2.8126261234283447, "gpu_util_pct": 89, "memory_used_mib": 5487, "power_w": 372.44, "temp_c": 64, "ts": "2026/07/03 19:22:16.790"}, {"elapsed_seconds": 2.953146457672119, "gpu_util_pct": 89, "memory_used_mib": 5487, "power_w": 373.05, "temp_c": 64, "ts": "2026/07/03 19:22:16.939"}, {"elapsed_seconds": 3.0893430709838867, "gpu_util_pct": 89, "memory_used_mib": 5487, "power_w": 371.62, "temp_c": 64, "ts": "2026/07/03 19:22:17.075"}, {"elapsed_seconds": 3.225691080093384, "gpu_util_pct": 93, "memory_used_mib": 5487, "power_w": 371.28, "temp_c": 61, "ts": "2026/07/03 19:22:17.207"}, {"elapsed_seconds": 3.358123302459717, "gpu_util_pct": 89, "memory_used_mib": 5487, "power_w": 372.37, "temp_c": 61, "ts": "2026/07/03 19:22:17.370"}, {"elapsed_seconds": 3.5325796604156494, "gpu_util_pct": 90, "memory_used_mib": 5487, "power_w": 372.28, "temp_c": 61, "ts": "2026/07/03 19:22:17.541"}, {"elapsed_seconds": 3.6894781589508057, "gpu_util_pct": 90, "memory_used_mib": 5487, "power_w": 372.5, "temp_c": 60, "ts": "2026/07/03 19:22:17.670"}], "ok": true, "oom": false, "optimizer": "adamw", "param_count": 166337792, "precision": "fp32", "requested_gpu_count": 1, "requested_gpu_type": "rtx-4090", "reserve_extra_mib": 0, "sample_interval_seconds": 0.1, "samples_per_second": 15.714410601200614, "scenario": "realistic-transformer-gpt-fp32-ckpt0-b2-s1024", "schema_version": 1, "seq_len": 1024, "steps_completed": 30, "steps_requested": 30, "torch_peak_allocated_mib": 4020, "torch_peak_reserved_mib": 4400, "trainer_style": "hf-trainer-style"}
